Fecha,site_id,Turbidez,Caudal,Nivel_Agua,Precipitacion,Temperatura,Conductividad,Oxigeno_Disuelto,pH,Turbidez_obs
2018-01-01,08180800,,64.14,5.02,0.0,,,,,
2018-01-02,08180800,,64.54,5.02,0.0,,,,,
2018-01-03,08180800,,66.64,5.04,0.0,,,,,
2018-01-04,08180800,,65.21,5.03,0.0,,,,,
2018-01-05,08180800,,64.63,5.02,0.0,,,,,
2018-01-06,08180800,,63.75,5.01,0.0,,,,,
2018-01-07,08180800,,65.5,5.03,0.0,,,,,
2018-01-08,08180800,,66.53,5.04,0.0,,,,,
2018-01-09,08180800,,66.34,5.04,0.0,,,,,
2018-01-10,08180800,,66.78,5.05,0.0,,,,,
2018-01-11,08180800,,66.12,5.04,0.0,,,,,
2018-01-12,08180800,,66.44,5.04,0.0,,,,,
2018-01-13,08180800,,65.07,5.03,0.0,,,,,
2018-01-14,08180800,,67.29,5.05,0.0,,,,,
2018-01-15,08180800,,63.43,5.01,2.8,,,,,
2018-01-16,08180800,,63.13,5.01,0.5,,,,,
2018-01-17,08180800,,65.21,5.03,0.0,,,,,
2018-01-18,08180800,,66.84,5.05,0.0,,,,,
2018-01-19,08180800,,66.03,5.04,1.8,,,,,
2018-01-20,08180800,,64.3,5.02,0.0,,,,,
2018-01-21,08180800,,65.65,5.03,0.0,,,,,
2018-01-22,08180800,,66.48,5.04,0.0,,,,,
2018-01-23,08180800,,65.62,5.03,0.0,,,,,
2018-01-24,08180800,,65.02,5.03,0.0,,,,,
2018-01-25,08180800,,63.95,5.01,0.0,,,,,
2018-01-26,08180800,,63.19,5.01,1.4,,,,,
2018-01-27,08180800,,64.64,5.02,0.6,,,,,
2018-01-28,08180800,,66.19,5.04,0.0,,,,,
2018-01-29,08180800,,67.31,5.05,0.0,,,,,
2018-01-30,08180800,,66.51,5.04,0.0,,,,,
2018-01-31,08180800,,64.31,5.02,0.0,,,,,
2018-02-01,08180800,,63.46,5.01,0.0,,,,,
2018-02-02,08180800,,61.95,4.99,0.6,,,,,
2018-02-03,08180800,,61.57,4.99,0.0,,,,,
2018-02-04,08180800,,63.02,5.0,0.0,,,,,
2018-02-05,08180800,,61.51,4.99,0.6,,,,,
2018-02-06,08180800,,61.22,4.98,1.3,,,,,
2018-02-07,08180800,,61.85,4.99,0.0,,,,,
2018-02-08,08180800,,61.18,4.98,0.0,,,,,
2018-02-09,08180800,,62.22,5.0,1.2,,,,,
2018-02-10,08180800,,62.93,5.0,0.0,,,,,
2018-02-11,08180800,,60.47,4.98,0.0,,,,,
2018-02-12,08180800,,60.6,4.98,0.0,,,,,
2018-02-13,08180800,,61.21,4.98,1.4,,,,,
2018-02-14,08180800,,62.39,5.0,0.4,,,,,
2018-02-15,08180800,,60.22,4.97,0.0,,,,,
2018-02-16,08180800,,61.18,4.98,0.0,,,,,
2018-02-17,08180800,,61.11,4.98,0.0,,,,,
2018-02-18,08180800,,60.86,4.98,0.0,,,,,
2018-02-19,08180800,,61.57,4.99,1.0,,,,,
2018-02-20,08180800,,62.36,5.0,0.7,,,,,
2018-02-21,08180800,,63.21,5.01,6.8,,,,,
2018-02-22,08180800,,64.27,5.02,43.8,,,,,
2018-02-23,08180800,,181.09,5.93,2.8,,,,,
2018-02-24,08180800,,170.44,5.96,0.9,,,,,
2018-02-25,08180800,,93.85,5.32,0.0,,,,,
2018-02-26,08180800,,80.9,5.19,0.3,,,,,
2018-02-27,08180800,,73.69,5.12,0.0,,,,,
2018-02-28,08180800,,70.79,5.09,0.0,,,,,
2018-03-01,08180800,,68.17,5.06,0.0,,,,,
2018-03-02,08180800,,64.65,5.02,0.0,,,,,
2018-03-03,08180800,,65.07,5.03,1.3,,,,,
2018-03-04,08180800,,65.38,5.03,0.0,,,,,
2018-03-05,08180800,,63.65,5.01,0.0,,,,,
2018-03-06,08180800,,62.79,5.0,0.0,,,,,
2018-03-07,08180800,,62.19,5.0,0.0,,,,,
2018-03-08,08180800,,60.72,4.98,0.0,,,,,
2018-03-09,08180800,,59.68,4.97,0.0,,,,,
2018-03-10,08180800,,59.88,4.97,0.0,,,,,
2018-03-11,08180800,,59.48,4.97,0.0,,,,,
2018-03-12,08180800,,58.35,4.95,0.0,,,,,
2018-03-13,08180800,,57.88,4.95,0.0,,,,,
2018-03-14,08180800,,59.08,4.96,0.0,,,,,
2018-03-15,08180800,,56.41,4.93,0.0,,,,,
2018-03-16,08180800,,56.3,4.93,0.0,,,,,
2018-03-17,08180800,,56.11,4.93,0.4,,,,,
2018-03-18,08180800,,56.35,4.93,0.0,,,,,
2018-03-19,08180800,,55.92,4.92,0.0,,,,,
2018-03-20,08180800,,62.12,4.98,0.0,,,,,
2018-03-21,08180800,,71.86,5.1,0.0,,,,,
2018-03-22,08180800,,55.71,4.92,0.0,,,,,
2018-03-23,08180800,,51.85,4.88,0.0,,,,,
2018-03-24,08180800,,49.36,4.85,0.0,,,,,
2018-03-25,08180800,,47.37,4.83,0.0,,,,,
2018-03-26,08180800,,47.06,4.82,0.0,,,,,
2018-03-27,08180800,,47.02,4.82,54.5,,,,,
2018-03-28,08180800,,299.42,6.42,46.6,,,,,
2018-03-29,08180800,,1053.05,10.55,0.0,,,,,
2018-03-30,08180800,,270.18,6.58,0.0,,,,,
2018-03-31,08180800,,142.36,5.6,0.0,,,,,
2018-04-01,08180800,,106.89,5.29,0.0,,,,,
2018-04-02,08180800,,94.24,5.17,0.0,,,,,
2018-04-03,08180800,,87.29,5.1,0.0,,,,,
2018-04-04,08180800,,80.05,5.03,0.0,,,,,
2018-04-05,08180800,,75.52,4.99,0.0,,,,,
2018-04-06,08180800,,74.94,4.98,0.0,,,,,
2018-04-07,08180800,,73.71,4.97,0.0,,,,,
2018-04-08,08180800,,71.46,4.94,0.0,,,,,
2018-04-09,08180800,,70.7,4.94,0.0,,,,,
2018-04-10,08180800,,70.78,4.94,0.0,,,,,
2018-04-11,08180800,,68.36,4.91,0.0,,,,,
2018-04-12,08180800,,65.85,4.89,0.0,,,,,
2018-04-13,08180800,,64.05,4.87,5.3,,,,,
2018-04-14,08180800,,63.43,4.86,0.0,,,,,
2018-04-15,08180800,,61.16,4.83,0.0,,,,,
2018-04-16,08180800,,60.39,4.83,0.0,,,,,
2018-04-17,08180800,,59.04,4.81,0.0,,,,,
2018-04-18,08180800,,57.13,4.79,0.0,,,,,
2018-04-19,08180800,,58.48,4.8,0.0,,,,,
2018-04-20,08180800,,59.25,4.81,0.0,,,,,
2018-04-21,08180800,,62.95,4.85,0.9,,,,,
2018-04-22,08180800,,63.66,4.86,0.0,,,,,
2018-04-23,08180800,,62.47,4.85,0.0,,,,,
2018-04-24,08180800,,57.9,4.8,0.0,,,,,
2018-04-25,08180800,,52.81,4.74,8.0,,,,,
2018-04-26,08180800,,55.64,4.77,0.0,,,,,
2018-04-27,08180800,,59.28,4.81,0.0,,,,,
2018-04-28,08180800,,56.17,4.78,0.0,,,,,
2018-04-29,08180800,,54.17,4.75,0.0,,,,,
2018-04-30,08180800,,54.75,4.76,0.0,,,,,
2018-05-01,08180800,,55.1,4.76,0.0,,,,,
2018-05-02,08180800,,55.48,4.77,0.0,,,,,
2018-05-03,08180800,,55.04,4.76,1.5,,,,,
2018-05-04,08180800,,54.23,4.76,19.8,,,,,
2018-05-05,08180800,,172.27,5.81,0.0,,,,,
2018-05-06,08180800,,271.71,6.6,0.0,,,,,
2018-05-07,08180800,,134.01,5.54,0.0,,,,,
2018-05-08,08180800,,96.59,5.21,0.0,,,,,
2018-05-09,08180800,,82.24,5.07,0.0,,,,,
2018-05-10,08180800,,74.45,5.0,0.0,,,,,
2018-05-11,08180800,,69.09,4.95,0.0,,,,,
2018-05-12,08180800,,63.6,4.89,0.0,,,,,
2018-05-13,08180800,,60.77,4.87,0.0,,,,,
2018-05-14,08180800,,61.13,4.87,0.0,,,,,
2018-05-15,08180800,,59.26,4.85,0.3,,,,,
2018-05-16,08180800,,57.69,4.83,0.0,,,,,
2018-05-17,08180800,,56.17,4.81,0.0,,,,,
2018-05-18,08180800,,53.64,4.78,0.0,,,,,
2018-05-19,08180800,,49.85,4.74,1.1,,,,,
2018-05-20,08180800,,48.8,4.73,33.6,,,,,
2018-05-21,08180800,,117.44,5.41,0.0,,,,,
2018-05-22,08180800,,86.75,5.14,7.3,,,,,
2018-05-23,08180800,,63.31,4.9,0.0,,,,,
2018-05-24,08180800,,54.19,4.8,0.0,,,,,
2018-05-25,08180800,,50.44,4.75,0.0,,,,,
2018-05-26,08180800,,46.75,4.71,0.0,,,,,
2018-05-27,08180800,,44.48,4.68,0.0,,,,,
2018-05-28,08180800,,42.42,4.66,0.0,,,,,
2018-05-29,08180800,,42.09,4.65,0.0,,,,,
2018-05-30,08180800,,40.04,4.62,0.0,,,,,
2018-05-31,08180800,,38.3,4.6,0.0,,,,,
2018-06-01,08180800,,34.27,4.55,0.0,,,,,
2018-06-02,08180800,,32.73,4.52,0.0,,,,,
2018-06-03,08180800,,32.16,4.52,0.0,,,,,
2018-06-04,08180800,,31.36,4.5,0.0,,,,,
2018-06-05,08180800,,32.1,4.51,0.0,,,,,
2018-06-06,08180800,,32.43,4.52,0.0,,,,,
2018-06-07,08180800,,31.7,4.51,0.0,,,,,
2018-06-08,08180800,,30.76,4.49,0.0,,,,,
2018-06-09,08180800,,29.18,4.47,0.0,,,,,
2018-06-10,08180800,,28.34,4.47,0.0,,,,,
2018-06-11,08180800,,27.64,4.46,0.0,,,,,
2018-06-12,08180800,,25.9,4.43,0.0,,,,,
2018-06-13,08180800,,27.32,4.45,3.7,,,,,
2018-06-14,08180800,,27.53,4.45,0.0,,,,,
2018-06-15,08180800,,26.81,4.44,0.5,,,,,
2018-06-16,08180800,,26.23,4.43,0.0,,,,,
2018-06-17,08180800,,26.42,4.43,2.1,,,,,
2018-06-18,08180800,,26.54,4.44,2.8,,,,,
2018-06-19,08180800,,27.27,4.45,2.9,,,,,
2018-06-20,08180800,,29.65,4.48,0.0,,,,,
2018-06-21,08180800,,31.21,4.5,0.0,,,,,
2018-06-22,08180800,,30.85,4.5,0.0,,,,,
2018-06-23,08180800,,30.14,4.49,0.0,,,,,
2018-06-24,08180800,,28.49,4.46,0.0,,,,,
2018-06-25,08180800,,26.06,4.43,0.0,,,,,
2018-06-26,08180800,,24.13,4.4,0.0,,,,,
2018-06-27,08180800,,23.08,4.38,0.0,,,,,
2018-06-28,08180800,,21.99,4.37,0.0,,,,,
2018-06-29,08180800,,20.79,4.35,0.0,,,,,
2018-06-30,08180800,,20.0,4.33,0.0,,,,,
2018-07-01,08180800,,18.53,4.31,0.0,,,,,
2018-07-02,08180800,,18.29,4.3,0.0,,,,,
2018-07-03,08180800,,18.32,4.3,0.0,,,,,
2018-07-04,08180800,,18.36,4.3,14.1,,,,,
2018-07-05,08180800,,20.44,4.34,2.0,,,,,
2018-07-06,08180800,,22.96,4.38,13.1,,,,,
2018-07-07,08180800,,31.13,4.5,0.7,,,,,
2018-07-08,08180800,,44.95,4.68,0.9,,,,,
2018-07-09,08180800,,37.09,4.59,3.3,,,,,
2018-07-10,08180800,,182.46,5.88,0.0,,,,,
2018-07-11,08180800,,69.13,4.92,0.0,,,,,
2018-07-12,08180800,,44.83,4.66,0.0,,,,,
2018-07-13,08180800,,37.1,4.56,0.0,,,,,
2018-07-14,08180800,,33.36,4.51,0.0,,,,,
2018-07-15,08180800,,30.9,4.47,0.0,,,,,
2018-07-16,08180800,,28.75,4.44,0.0,,,,,
2018-07-17,08180800,,26.85,4.41,0.0,,,,,
2018-07-18,08180800,,25.0,4.39,0.0,,,,,
2018-07-19,08180800,,23.2,4.36,0.0,,,,,
2018-07-20,08180800,,21.08,4.32,0.0,,,,,
2018-07-21,08180800,,19.77,4.3,0.0,,,,,
2018-07-22,08180800,,19.05,4.29,0.0,,,,,
2018-07-23,08180800,,18.11,4.27,0.0,,,,,
2018-07-24,08180800,,17.31,4.26,0.0,,,,,
2018-07-25,08180800,,15.94,4.23,0.0,,,,,
2018-07-26,08180800,,14.42,4.2,0.0,,,,,
2018-07-27,08180800,,13.62,4.19,0.0,,,,,
2018-07-28,08180800,,10.94,4.13,0.0,,,,,
2018-07-29,08180800,,10.19,4.16,0.0,,,,,
2018-07-30,08180800,,10.21,4.16,0.0,,,,,
2018-07-31,08180800,,11.04,4.18,14.8,,,,,
2018-08-01,08180800,,13.24,4.23,0.0,,,,,
2018-08-02,08180800,,13.63,4.24,0.0,,,,,
2018-08-03,08180800,,13.87,4.24,0.0,,,,,
2018-08-04,08180800,,13.18,4.23,0.0,,,,,
2018-08-05,08180800,,12.62,4.22,0.0,,,,,
2018-08-06,08180800,,12.61,4.22,0.0,,,,,
2018-08-07,08180800,,13.09,4.23,0.0,,,,,
2018-08-08,08180800,,12.94,4.22,0.0,,,,,
2018-08-09,08180800,,12.56,4.21,0.0,,,,,
2018-08-10,08180800,,12.03,4.2,3.4,,,,,
2018-08-11,08180800,,12.06,4.2,0.0,,,,,
2018-08-12,08180800,,17.21,4.3,33.0,,,,,
2018-08-13,08180800,,110.4,5.35,0.0,,,,,
2018-08-14,08180800,,201.06,6.14,0.0,,,,,
2018-08-15,08180800,,116.95,5.43,0.0,,,,,
2018-08-16,08180800,,63.06,4.91,0.0,,,,,
2018-08-17,08180800,,48.31,4.75,0.0,,,,,
2018-08-18,08180800,,40.86,4.66,0.0,,,,,
2018-08-19,08180800,,36.78,4.6,0.0,,,,,
2018-08-20,08180800,,34.22,4.57,0.0,,,,,
2018-08-21,08180800,,32.01,4.54,0.0,,,,,
2018-08-22,08180800,,29.92,4.51,0.0,,,,,
2018-08-23,08180800,,27.76,4.48,0.0,,,,,
2018-08-24,08180800,,28.37,4.48,0.0,,,,,
2018-08-25,08180800,,31.69,4.53,0.0,,,,,
2018-08-26,08180800,,25.54,4.44,0.0,,,,,
2018-08-27,08180800,,23.24,4.41,0.0,,,,,
2018-08-28,08180800,,20.79,4.37,0.0,,,,,
2018-08-29,08180800,,18.0,4.32,0.0,,,,,
2018-08-30,08180800,,15.76,4.26,0.0,,,,,
2018-08-31,08180800,,18.9,4.28,0.0,,,,,
2018-09-01,08180800,,17.28,4.26,2.4,,,,,
2018-09-02,08180800,,16.98,4.25,0.0,,,,,
2018-09-03,08180800,,16.47,4.24,40.3,,,,,
2018-09-04,08180800,,95.13,5.04,8.4,,,,,
2018-09-05,08180800,,211.33,6.15,0.0,,,,,
2018-09-06,08180800,,67.9,4.91,18.7,,,,,
2018-09-07,08180800,,57.27,4.79,1.1,,,,,
2018-09-08,08180800,,178.77,5.92,98.6,,,,,
2018-09-09,08180800,,1186.86,9.75,27.7,,,,,
2018-09-10,08180800,,1083.11,10.76,11.1,,,,,
2018-09-11,08180800,,963.94,10.35,10.6,,,,,
2018-09-12,08180800,,505.45,8.08,12.6,,,,,
2018-09-13,08180800,,277.76,6.65,3.6,,,,,
2018-09-14,08180800,,214.07,6.19,23.7,,,,,
2018-09-15,08180800,,227.12,6.28,26.8,,,,,
2018-09-16,08180800,,808.42,9.63,7.8,,,,,
2018-09-17,08180800,,727.14,9.26,0.6,,,,,
2018-09-18,08180800,,458.38,7.82,0.0,,,,,
2018-09-19,08180800,,354.23,7.17,0.4,,,,,
2018-09-20,08180800,,292.39,6.76,2.4,,,,,
2018-09-21,08180800,,249.6,6.46,31.3,,,,,
2018-09-22,08180800,,315.73,6.85,3.5,,,,,
2018-09-23,08180800,,2540.94,14.23,0.0,,,,,
2018-09-24,08180800,,1692.71,12.58,0.0,,,,,
2018-09-25,08180800,,733.74,9.31,0.0,,,,,
2018-09-26,08180800,,561.97,8.41,0.0,,,,,
2018-09-27,08180800,,466.54,7.87,0.0,,,,,
2018-09-28,08180800,,414.21,7.56,0.0,,,,,
2018-09-29,08180800,,357.53,7.2,2.1,,,,,
2018-09-30,08180800,,342.84,7.1,0.0,,,,,
2018-10-01,08180800,,341.65,7.1,4.2,,,,,
2018-10-02,08180800,,310.74,6.89,10.1,,,,,
2018-10-03,08180800,,291.11,6.76,0.0,,,,,
2018-10-04,08180800,,277.3,6.66,0.0,,,,,
2018-10-05,08180800,,261.97,6.55,0.0,,,,,
2018-10-06,08180800,,250.12,6.47,0.0,,,,,
2018-10-07,08180800,,241.59,6.41,4.4,,,,,
2018-10-08,08180800,,235.57,6.36,13.4,,,,,
2018-10-09,08180800,,259.77,6.53,31.1,,,,,
2018-10-10,08180800,,902.02,10.08,0.0,,,,,
2018-10-11,08180800,,458.89,7.8,1.3,,,,,
2018-10-12,08180800,,312.48,6.89,0.0,,,,,
2018-10-13,08180800,,278.72,6.66,0.4,,,,,
2018-10-14,08180800,,264.71,6.57,33.3,,,,,
2018-10-15,08180800,,300.39,6.81,24.1,,,,,
2018-10-16,08180800,,411.93,7.54,1.0,,,,,
2018-10-17,08180800,,346.34,7.12,0.0,,,,,
2018-10-18,08180800,,291.46,6.75,15.2,,,,,
2018-10-19,08180800,,356.47,7.17,2.7,,,,,
2018-10-20,08180800,,464.49,7.85,0.0,,,,,
2018-10-21,08180800,,333.12,7.04,0.0,,,,,
2018-10-22,08180800,,308.54,6.87,12.0,,,,,
2018-10-23,08180800,,300.77,6.82,6.2,,,,,
2018-10-24,08180800,,309.46,6.88,12.6,,,,,
2018-10-25,08180800,,415.88,7.56,0.0,,,,,
2018-10-26,08180800,,403.99,7.49,0.0,,,,,
2018-10-27,08180800,,341.21,7.09,0.0,,,,,
2018-10-28,08180800,,312.83,6.9,0.0,,,,,
2018-10-29,08180800,,297.98,6.8,0.0,,,,,
2018-10-30,08180800,,285.97,6.72,0.3,,,,,
2018-10-31,08180800,,276.5,6.65,0.0,,,,,
2018-11-01,08180800,,270.35,6.61,0.0,,,,,
2018-11-02,08180800,,267.85,6.59,0.0,,,,,
2018-11-03,08180800,,258.98,6.53,0.0,,,,,
2018-11-04,08180800,,252.4,6.48,0.0,,,,,
2018-11-05,08180800,,249.1,6.46,0.0,,,,,
2018-11-06,08180800,,247.22,6.44,0.0,,,,,
2018-11-07,08180800,,246.12,6.44,0.0,,,,,
2018-11-08,08180800,,244.48,6.43,56.6,,,,,
2018-11-09,08180800,,634.36,8.62,14.7,,,,,
2018-11-10,08180800,,1123.46,10.92,0.0,,,,,
2018-11-11,08180800,,402.71,7.49,3.4,,,,,
2018-11-12,08180800,,313.1,6.92,0.5,,,,,
2018-11-13,08180800,,288.41,6.76,0.0,,,,,
2018-11-14,08180800,,272.33,6.66,0.0,,,,,
2018-11-15,08180800,,256.57,6.56,0.0,,,,,
2018-11-16,08180800,,248.84,6.51,0.0,,,,,
2018-11-17,08180800,,244.52,6.47,0.0,,,,,
2018-11-18,08180800,,241.01,6.45,0.0,,,,,
2018-11-19,08180800,,237.34,6.42,0.0,,,,,
2018-11-20,08180800,,235.91,6.41,0.0,,,,,
2018-11-21,08180800,,231.42,6.38,0.0,,,,,
2018-11-22,08180800,,228.91,6.36,0.0,,,,,
2018-11-23,08180800,,227.44,6.35,0.0,,,,,
2018-11-24,08180800,,225.91,6.34,0.0,,,,,
2018-11-25,08180800,,225.65,6.34,0.0,,,,,
2018-11-26,08180800,,220.74,6.3,0.0,,,,,
2018-11-27,08180800,,219.42,6.29,0.0,,,,,
2018-11-28,08180800,,217.14,6.27,0.0,,,,,
2018-11-29,08180800,,217.04,6.27,0.0,,,,,
2018-11-30,08180800,,217.28,6.27,0.0,,,,,
2018-12-01,08180800,,217.53,6.28,0.0,,,,,
2018-12-02,08180800,,215.12,6.26,0.0,,,,,
2018-12-03,08180800,,213.98,6.25,0.0,,,,,
2018-12-04,08180800,,212.72,6.24,0.0,,,,,
2018-12-05,08180800,,211.45,6.22,0.0,,,,,
2018-12-06,08180800,,210.6,6.22,7.7,,,,,
2018-12-07,08180800,,212.89,6.24,36.0,,,,,
2018-12-08,08180800,,440.26,7.7,0.0,,,,,
2018-12-09,08180800,,441.83,7.76,0.0,,,,,
2018-12-10,08180800,,288.73,6.79,0.0,,,,,
2018-12-11,08180800,,248.98,6.51,0.0,,,,,
2018-12-12,08180800,,236.48,6.42,0.0,,,,,
2018-12-13,08180800,,231.09,6.38,0.0,,,,,
2018-12-14,08180800,,224.84,6.33,0.0,,,,,
2018-12-15,08180800,,220.51,6.3,0.0,,,,,
2018-12-16,08180800,,216.83,6.27,0.0,,,,,
2018-12-17,08180800,,214.94,6.25,0.0,,,,,
2018-12-18,08180800,,214.81,6.25,0.4,,,,,
2018-12-19,08180800,,213.74,6.25,0.0,,,,,
2018-12-20,08180800,,213.15,6.24,0.0,,,,,
2018-12-21,08180800,,212.91,6.24,0.0,,,,,
2018-12-22,08180800,,212.76,6.24,0.0,,,,,
2018-12-23,08180800,,210.41,6.22,0.0,,,,,
2018-12-24,08180800,,209.01,6.21,0.0,,,,,
2018-12-25,08180800,,209.25,6.21,6.1,,,,,
2018-12-26,08180800,,212.03,6.23,8.1,,,,,
2018-12-27,08180800,,271.69,6.66,0.0,,,,,
2018-12-28,08180800,,292.75,6.81,0.0,,,,,
2018-12-29,08180800,,228.68,6.36,0.0,,,,,
2018-12-30,08180800,,214.28,6.25,5.7,,,,,
2018-12-31,08180800,,214.27,6.25,0.0,,,,,
2019-01-01,08180800,,214.93,6.25,3.2,,,,,
2019-01-02,08180800,,211.84,6.23,13.8,,,,,
2019-01-03,08180800,,233.36,6.39,0.0,,,,,
2019-01-04,08180800,,244.27,6.47,0.0,,,,,
2019-01-05,08180800,,226.79,6.34,0.0,,,,,
2019-01-06,08180800,,220.26,6.29,0.0,,,,,
2019-01-07,08180800,,218.94,6.28,0.0,,,,,
2019-01-08,08180800,,216.2,6.26,0.0,,,,,
2019-01-09,08180800,,214.15,6.25,0.0,,,,,
2019-01-10,08180800,,210.98,6.22,0.0,,,,,
2019-01-11,08180800,,211.84,6.23,10.2,,,,,
2019-01-12,08180800,,226.68,6.34,0.0,,,,,
2019-01-13,08180800,,219.66,6.29,0.0,,,,,
2019-01-14,08180800,,214.99,6.25,0.0,,,,,
2019-01-15,08180800,,212.72,6.24,0.0,,,,,
2019-01-16,08180800,,212.99,6.24,1.7,,,,,
2019-01-17,08180800,,215.4,6.26,0.0,,,,,
2019-01-18,08180800,,223.34,6.32,0.8,,,,,
2019-01-19,08180800,,231.55,6.38,0.0,,,,,
2019-01-20,08180800,,237.99,6.43,0.0,,,,,
2019-01-21,08180800,,273.53,6.68,0.0,,,,,
2019-01-22,08180800,,281.75,6.74,1.5,,,,,
2019-01-23,08180800,,281.7,6.74,0.0,,,,,
2019-01-24,08180800,,287.94,6.78,0.0,,,,,
2019-01-25,08180800,,290.29,6.8,0.6,,,,,
2019-01-26,08180800,,282.77,6.75,7.9,,,,,
2019-01-27,08180800,,284.15,6.76,0.0,,,,,
2019-01-28,08180800,,285.46,6.76,0.0,13.36,601.27,10.09,8.1,
2019-01-29,08180800,,288.05,6.78,0.0,13.36,601.27,10.09,8.1,
2019-01-30,08180800,,287.73,6.78,0.0,13.36,601.27,10.09,8.1,
2019-01-31,08180800,,282.55,6.74,0.0,13.36,601.27,10.09,8.1,
2019-02-01,08180800,,272.9,6.68,0.0,14.27,609.05,9.91,8.09,
2019-02-02,08180800,,270.07,6.66,0.6,15.37,612.1,9.58,8.08,
2019-02-03,08180800,,270.12,6.66,0.0,16.17,615.69,9.39,8.08,
2019-02-04,08180800,,271.4,6.67,0.5,17.2,618.47,9.04,8.1,
2019-02-05,08180800,,271.88,6.67,0.0,17.86,619.76,8.78,8.1,
2019-02-06,08180800,,271.51,6.67,0.0,18.47,618.35,8.67,8.1,
2019-02-07,08180800,,270.17,6.66,0.0,18.93,617.92,8.61,8.11,
2019-02-08,08180800,,265.67,6.63,1.8,16.91,614.43,9.02,8.12,
2019-02-09,08180800,,265.94,6.63,3.9,14.42,611.83,9.48,8.15,
2019-02-10,08180800,,260.66,6.59,0.3,13.31,612.74,9.78,8.15,
2019-02-11,08180800,,259.84,6.59,0.4,13.5,621.51,9.71,8.12,
2019-02-12,08180800,,260.04,6.59,0.0,14.09,625.32,9.79,8.13,
2019-02-13,08180800,,255.33,6.55,0.0,14.02,622.32,10.0,8.18,
2019-02-14,08180800,,252.24,6.53,0.0,14.42,621.93,10.0,8.19,
2019-02-15,08180800,,246.2,6.49,0.0,15.27,625.41,9.75,8.17,
2019-02-16,08180800,,241.69,6.45,0.0,16.32,629.05,9.44,8.17,
2019-02-17,08180800,,239.01,6.43,0.0,16.61,629.98,9.45,8.2,
2019-02-18,08180800,,235.23,6.4,0.0,16.44,631.94,9.65,8.23,
2019-02-19,08180800,,232.03,6.38,1.2,15.66,635.82,9.51,8.21,
2019-02-20,08180800,,227.69,6.35,0.0,14.75,640.11,9.78,8.19,
2019-02-21,08180800,,222.27,6.31,0.0,15.09,642.02,9.82,8.19,
2019-02-22,08180800,,217.43,6.27,0.8,15.3,646.12,9.55,8.17,
2019-02-23,08180800,,214.1,6.24,0.0,16.11,650.02,9.76,8.19,
2019-02-24,08180800,,210.0,6.21,0.0,16.19,651.73,10.02,8.22,
2019-02-25,08180800,,209.06,6.2,0.0,15.99,653.19,10.09,8.24,
2019-02-26,08180800,,205.28,6.17,0.0,16.65,659.24,9.86,8.2,
2019-02-27,08180800,11.15,200.5,6.14,0.0,17.91,662.84,9.52,8.11,
2019-02-28,08180800,11.15,196.27,6.1,0.0,18.66,666.65,8.74,8.05,
2019-03-01,08180800,11.15,197.09,6.12,0.0,17.19,667.17,8.78,8.02,
2019-03-02,08180800,11.15,196.7,6.12,0.0,16.83,672.17,9.18,8.0,11.15
2019-03-03,08180800,11.55,194.92,6.1,0.0,16.8,673.1,9.19,8.01,11.55
2019-03-04,08180800,10.82,192.0,6.08,0.0,15.09,673.96,9.67,8.03,10.82
2019-03-05,08180800,9.51,191.74,6.08,0.0,13.42,675.08,10.49,8.1,9.51
2019-03-06,08180800,8.46,188.82,6.05,0.0,13.01,670.96,10.87,8.1,8.46
2019-03-07,08180800,8.8,184.77,6.02,0.0,13.89,671.72,10.61,8.07,8.8
2019-03-08,08180800,9.74,183.99,6.01,0.0,15.6,674.94,10.21,8.04,9.74
2019-03-09,08180800,9.66,183.98,6.01,0.0,17.76,674.94,9.89,8.05,9.66
2019-03-10,08180800,9.63,182.52,6.0,0.0,18.93,670.84,9.28,8.03,9.63
2019-03-11,08180800,11.17,182.27,5.99,0.5,19.39,672.83,8.76,7.99,11.17
2019-03-12,08180800,15.01,181.81,5.99,0.0,19.25,677.32,8.84,8.02,15.01
2019-03-13,08180800,12.18,183.21,6.0,0.9,20.27,681.56,8.87,8.04,12.18
2019-03-14,08180800,10.99,181.14,5.99,0.0,20.95,682.29,8.84,8.07,10.99
2019-03-15,08180800,10.69,178.71,5.97,0.0,19.91,676.54,8.88,8.07,10.69
2019-03-16,08180800,10.94,174.86,5.93,0.0,18.11,674.88,9.18,8.07,10.94
2019-03-17,08180800,11.09,171.99,5.91,0.0,17.05,676.04,9.53,8.06,11.09
2019-03-18,08180800,10.64,171.78,5.91,0.0,16.71,678.62,9.84,8.02,10.64
2019-03-19,08180800,9.86,172.01,5.91,0.0,16.74,679.09,9.74,7.98,9.86
2019-03-20,08180800,10.16,171.66,5.91,0.3,17.2,675.5,9.51,7.96,10.16
2019-03-21,08180800,10.42,167.82,5.87,0.0,18.0,676.75,9.54,7.98,10.42
2019-03-22,08180800,8.49,146.86,5.7,0.0,18.8,696.355,9.4,8.01,8.49
2019-03-23,08180800,10.35,134.85,5.6,0.0,19.18,715.96,8.64,8.03,10.35
2019-03-24,08180800,11.29,129.3,5.55,0.0,19.64,732.65,8.39,8.02,11.29
2019-03-25,08180800,11.04,126.55,5.53,0.0,20.66,744.35,8.33,8.05,11.04
2019-03-26,08180800,10.57,129.27,5.55,0.0,21.01,753.6,8.3,8.11,10.57
