Fecha,site_id,Turbidez,Caudal,Nivel_Agua,Precipitacion,Temperatura,Conductividad,Oxigeno_Disuelto,pH,Turbidez_lag1,Caudal_lag1,Nivel_Agua_lag1,Precipitacion_lag1,Precipitacion_acum_3d,Precipitacion_acum_7d,Caudal_delta_1d,Nivel_delta_1d,mes,dia_anio_sin,dia_anio_cos,P95_Turbidez,Turbidez_t1_obs,high_turbidity_t1,periodo
2019-03-01,08180800,11.15,197.09,6.12,0.0,17.19,667.17,8.78,8.02,11.15,196.27,6.1,0.0,0.0,0.0,0.8199999999999932,0.020000000000000462,3,0.8584015232918917,0.512978386299228,48.325,11.15,0,Entrenamiento 2018-2024
2019-03-02,08180800,11.15,196.7,6.12,0.0,16.83,672.17,9.18,8.0,11.15,197.09,6.12,0.0,0.0,0.0,-0.3900000000000148,0.0,3,0.8670985522812081,0.4981366284784055,48.325,11.55,0,Entrenamiento 2018-2024
2019-03-03,08180800,11.55,194.92,6.1,0.0,16.8,673.1,9.19,8.01,11.15,196.7,6.12,0.0,0.0,0.0,-1.7800000000000011,-0.020000000000000462,3,0.8755389928586302,0.4831474640149687,48.325,10.82,0,Entrenamiento 2018-2024
2019-03-04,08180800,10.82,192.0,6.08,0.0,15.09,673.96,9.67,8.03,11.55,194.92,6.1,0.0,0.0,0.0,-2.9199999999999875,-0.019999999999999574,3,0.8837203473619977,0.4680153284438345,48.325,9.51,0,Entrenamiento 2018-2024
2019-03-05,08180800,9.51,191.74,6.08,0.0,13.42,675.08,10.49,8.1,10.82,192.0,6.08,0.0,0.0,0.0,-0.2599999999999909,0.0,3,0.8916401947968874,0.45274469960737107,48.325,8.46,0,Entrenamiento 2018-2024
2019-03-06,08180800,8.46,188.82,6.05,0.0,13.01,670.96,10.87,8.1,9.51,191.74,6.08,0.0,0.0,0.0,-2.920000000000016,-0.03000000000000025,3,0.8992961915530253,0.4373400963303323,48.325,8.8,0,Entrenamiento 2018-2024
2019-03-07,08180800,8.8,184.77,6.02,0.0,13.89,671.72,10.61,8.07,8.46,188.82,6.05,0.0,0.0,0.0,-4.049999999999983,-0.03000000000000025,3,0.9066860720977985,0.4218060770826634,48.325,9.74,0,Entrenamiento 2018-2024
2019-03-08,08180800,9.74,183.99,6.01,0.0,15.6,674.94,10.21,8.04,8.8,184.77,6.02,0.0,0.0,0.0,-0.7800000000000011,-0.009999999999999787,3,0.9138076496466615,0.40614723863057883,48.325,9.66,0,Entrenamiento 2018-2024
2019-03-09,08180800,9.66,183.98,6.01,0.0,17.76,674.94,9.89,8.05,9.74,183.99,6.01,0.0,0.0,0.0,-0.010000000000019327,0.0,3,0.9206588168102428,0.3903682146763026,48.325,9.63,0,Entrenamiento 2018-2024
2019-03-10,08180800,9.63,182.52,6.0,0.0,18.93,670.84,9.28,8.03,9.66,183.98,6.01,0.0,0.0,0.0,-1.4599999999999795,-0.009999999999999787,3,0.9272375462179537,0.374473674486883,48.325,11.17,0,Entrenamiento 2018-2024
2019-03-11,08180800,11.17,182.27,5.99,0.5,19.39,672.83,8.76,7.99,9.63,182.52,6.0,0.0,0.5000000000000138,0.5,-0.25,-0.009999999999999787,3,0.9335418911179212,0.35846832151248087,48.325,15.01,0,Entrenamiento 2018-2024
2019-03-12,08180800,15.01,181.81,5.99,0.0,19.25,677.32,8.84,8.02,11.17,182.27,5.99,0.5,0.5000000000000138,0.5,-0.46000000000000796,0.0,3,0.9395699859530622,0.342356891994542,48.325,12.18,0,Entrenamiento 2018-2024
2019-03-13,08180800,12.18,183.21,6.0,0.9,20.27,681.56,8.87,8.04,15.01,181.81,5.99,0.0,1.4000000000000137,1.4,1.4000000000000057,0.009999999999999787,3,0.945320046913132,0.3261441535642696,48.325,10.99,0,Entrenamiento 2018-2024
2019-03-14,08180800,10.99,181.14,5.99,0.0,20.95,682.29,8.84,8.07,12.18,183.21,6.0,0.9,0.9000000000000138,1.4,-2.0700000000000216,-0.009999999999999787,3,0.9507903724625832,0.3098349038318025,48.325,10.69,0,Entrenamiento 2018-2024
2019-03-15,08180800,10.69,178.71,5.97,0.0,19.91,676.54,8.88,8.07,10.99,181.14,5.99,0.0,0.9000000000000138,1.4,-2.4299999999999784,-0.020000000000000462,3,0.9559793438440766,0.2934339689665273,48.325,10.94,0,Entrenamiento 2018-2024
2019-03-16,08180800,10.94,174.86,5.93,0.0,18.11,674.88,9.18,8.07,10.69,178.71,5.97,0.0,0.0,1.4,-3.8499999999999943,-0.040000000000000036,3,0.9608854255574977,0.27694620226893646,48.325,11.09,0,Entrenamiento 2018-2024
2019-03-17,08180800,11.09,171.99,5.91,0.0,17.05,676.04,9.53,8.06,10.94,174.86,5.93,0.0,0.0,1.4,-2.8700000000000045,-0.019999999999999574,3,0.9655071658143364,0.2603764827344581,48.325,10.64,0,Entrenamiento 2018-2024
2019-03-18,08180800,10.64,171.78,5.91,0.0,16.71,678.62,9.84,8.02,11.09,171.99,5.91,0.0,0.0,0.9,-0.21000000000000796,0.0,3,0.969843196967294,0.24372971360968387,48.325,9.86,0,Entrenamiento 2018-2024
2019-03-19,08180800,9.86,172.01,5.91,0.0,16.74,679.09,9.74,7.98,10.64,171.78,5.91,0.0,0.0,0.9,0.22999999999998977,0.0,3,0.9738922359149924,0.22701082094141847,48.325,10.16,0,Entrenamiento 2018-2024
2019-03-20,08180800,10.16,171.66,5.91,0.3,17.2,675.5,9.51,7.96,9.86,172.01,5.91,0.0,0.30000000000001376,0.3,-0.3499999999999943,0.0,3,0.9776530844816641,0.2102247521189836,48.325,10.42,0,Entrenamiento 2018-2024
2019-03-21,08180800,10.42,167.82,5.87,0.0,18.0,676.75,9.54,7.98,10.16,171.66,5.91,0.3,0.30000000000001376,0.3,-3.8400000000000034,-0.040000000000000036,3,0.981124629771712,0.19337647441020586,48.325,8.49,0,Entrenamiento 2018-2024
2019-03-22,08180800,8.49,146.86,5.7,0.0,18.8,696.355,9.4,8.01,10.42,167.82,5.87,0.0,0.30000000000001376,0.3,-20.95999999999998,-0.16999999999999993,3,0.984305844499033,0.17647097349152166,48.325,10.35,0,Entrenamiento 2018-2024
2019-03-23,08180800,10.35,134.85,5.6,0.0,19.18,715.96,8.64,8.03,8.49,146.86,5.7,0.0,0.0,0.3,-12.01000000000002,-0.10000000000000053,3,0.9871957872910085,0.15951325197263655,48.325,11.29,0,Entrenamiento 2018-2024
2019-03-24,08180800,11.29,129.3,5.55,0.0,19.64,732.65,8.39,8.02,10.35,134.85,5.6,0.0,0.0,0.3,-5.549999999999983,-0.04999999999999982,3,0.9897936029670716,0.14250832791617088,48.325,11.04,0,Entrenamiento 2018-2024
2019-03-25,08180800,11.04,126.55,5.53,0.0,20.66,744.35,8.33,8.05,11.29,129.3,5.55,0.0,0.0,0.3,-2.750000000000014,-0.019999999999999574,3,0.992098522791769,0.12546123335273648,48.325,10.57,0,Entrenamiento 2018-2024
2019-03-26,08180800,10.57,129.27,5.55,0.0,21.01,753.6,8.3,8.11,11.04,126.55,5.53,0.0,0.0,0.3,2.720000000000013,0.019999999999999574,3,0.9941098647022418,0.10837701279187609,48.325,10.84,0,Entrenamiento 2018-2024
2019-03-27,08180800,10.84,130.89,5.56,0.0,20.68,793.89,8.32,8.19,10.57,129.27,5.55,0.0,0.0,0.0,1.6199999999999761,0.009999999999999787,3,0.9958270335100595,0.09126072172931188,48.325,11.09,0,Entrenamiento 2018-2024
2019-03-28,08180800,11.09,121.98,5.48,0.0,20.46,777.79,8.34,8.16,10.84,130.89,5.56,0.0,0.0,0.0,-8.909999999999982,-0.07999999999999918,3,0.9972495210773451,0.07411742515094437,48.325,11.16,0,Entrenamiento 2018-2024
2019-03-29,08180800,11.16,117.89,5.45,0.0,20.81,771.27,8.25,8.13,11.09,121.98,5.48,0.0,0.0,0.0,-4.090000000000003,-0.03000000000000025,3,0.998376906467142,0.056952196034039754,48.325,10.82,0,Entrenamiento 2018-2024
2019-03-30,08180800,10.82,115.43,5.42,0.0,20.94,770.69,8.02,8.11,11.16,117.89,5.45,0.0,0.0,0.0,-2.4599999999999937,-0.03000000000000025,3,0.9992088560679753,0.03977011384605572,48.325,10.94,0,Entrenamiento 2018-2024
2019-03-31,08180800,10.94,111.82,5.39,0.0,19.05,768.61,8.29,8.08,10.82,115.43,5.42,0.0,0.0,0.0,-3.6100000000000136,-0.03000000000000025,3,0.9997451236925734,0.022576263041545485,48.325,13.0,0,Entrenamiento 2018-2024
2019-04-01,08180800,13.0,110.78,5.38,0.0,17.31,769.07,8.83,8.03,10.94,111.82,5.39,0.0,0.0,0.0,-1.039999999999992,-0.009999999999999787,4,0.9999855506507186,0.005375731557583884,48.325,11.33,0,Entrenamiento 2018-2024
2019-04-02,08180800,11.33,110.14,5.38,0.0,16.69,774.08,9.24,8.04,13.0,110.78,5.38,0.0,0.0,0.0,-0.6400000000000006,0.0,4,0.9999300657962057,-0.011826390691832589,48.325,11.66,0,Entrenamiento 2018-2024
2019-04-03,08180800,11.66,110.64,5.39,0.6,17.24,774.58,8.92,8.01,11.33,110.14,5.38,0.0,0.6000000000000137,0.6,0.5,0.009999999999999787,4,0.9995786855478958,-0.029025013321975237,48.325,11.92,0,Entrenamiento 2018-2024
2019-04-04,08180800,11.92,111.6,5.4,0.0,18.24,777.59,8.61,8.01,11.66,110.64,5.39,0.6,0.6000000000000137,0.6,0.9599999999999937,0.010000000000000675,4,0.9989315138848577,-0.046215046983708354,48.325,12.09,0,Entrenamiento 2018-2024
2019-04-05,08180800,12.09,112.2,5.4,0.0,19.58,777.33,8.59,8.02,11.92,111.6,5.4,0.0,0.6000000000000137,0.6,0.6000000000000085,0.0,4,0.9979887423155984,-0.06339140486951038,48.325,11.83,0,Entrenamiento 2018-2024
2019-04-06,08180800,11.83,111.59,5.4,14.8,20.7,773.45,8.14,8.01,12.09,112.2,5.4,0.0,14.800000000000015,15.4,-0.6099999999999994,0.0,4,0.9967506498213929,-0.08054900421874167,48.325,13.02,0,Entrenamiento 2018-2024
2019-04-07,08180800,13.02,122.34,5.49,12.1,21.37,768.45,7.86,8.0,11.83,111.59,5.4,14.8,26.900000000000013,27.5,10.75,0.08999999999999986,4,0.9952176027737294,-0.09768276782171598,48.325,16.42,0,Entrenamiento 2018-2024
2019-04-08,08180800,16.42,160.2,5.81,0.0,21.15,782.15,7.76,8.04,13.02,122.34,5.49,12.1,26.900000000000013,27.5,37.859999999999985,0.3199999999999994,4,0.9933900548258936,-0.11478762552212701,48.325,14.21,0,Entrenamiento 2018-2024
2019-04-09,08180800,14.21,133.12,5.59,0.0,21.55,781.95,7.9,8.06,16.42,160.2,5.81,0.0,12.100000000000014,27.5,-27.079999999999984,-0.21999999999999975,4,0.9912685467787256,-0.13185851571739118,48.325,13.09,0,Entrenamiento 2018-2024
2019-04-10,08180800,13.09,119.77,5.47,0.0,22.04,772.58,7.72,8.02,14.21,133.12,5.59,0.0,0.0,26.9,-13.350000000000009,-0.1200000000000001,4,0.9888537064205885,-0.1488903868564548,48.325,12.68,0,Entrenamiento 2018-2024
2019-04-11,08180800,12.68,112.89,5.41,0.0,22.3,772.82,7.66,8.02,13.09,119.77,5.47,0.0,0.0,26.9,-6.8799999999999955,-0.05999999999999961,4,0.986146248341595,-0.16587819893463143,48.325,13.55,0,Entrenamiento 2018-2024
2019-04-12,08180800,13.55,108.43,5.36,0.0,21.7,761.59,7.86,8.03,12.68,112.89,5.41,0.0,0.0,26.9,-4.459999999999994,-0.04999999999999982,4,0.9831469737221499,-0.1828169249850199,48.325,13.29,0,Entrenamiento 2018-2024
2019-04-13,08180800,13.29,107.2,5.35,4.2,21.96,758.71,7.81,8.03,13.55,108.43,5.36,0.0,4.200000000000014,16.3,-1.230000000000004,-0.010000000000000675,4,0.9798567700958665,-0.1997015525660636,48.325,14.42,0,Entrenamiento 2018-2024
2019-04-14,08180800,14.42,107.62,5.36,0.0,20.84,761.28,8.04,8.04,13.29,107.2,5.35,4.2,4.200000000000014,4.2,0.4200000000000017,0.010000000000000675,4,0.9762766110869321,-0.21652708524481437,48.325,14.57,0,Entrenamiento 2018-2024
2019-04-15,08180800,14.57,108.76,5.37,0.0,20.22,767.43,8.3,8.09,14.42,107.62,5.36,0.0,4.200000000000014,4.2,1.1400000000000006,0.009999999999999787,4,0.9724075561219968,-0.23328854407545518,48.325,14.69,0,Entrenamiento 2018-2024
2019-04-16,08180800,14.69,107.06,5.35,0.0,20.76,768.09,8.18,8.08,14.57,108.76,5.37,0.0,0.0,4.2,-1.7000000000000028,-0.020000000000000462,4,0.9682507501166718,-0.2499809690726521,48.325,16.01,0,Entrenamiento 2018-2024
2019-04-17,08180800,16.01,105.97,5.34,23.9,21.62,768.3,7.81,8.02,14.69,107.06,5.35,0.0,23.900000000000013,28.099999999999998,-1.0900000000000034,-0.009999999999999787,4,0.9638074231367307,-0.26659942067929354,48.325,18.64,0,Entrenamiento 2018-2024
2019-04-18,08180800,18.64,124.78,5.51,0.0,22.01,756.26,7.54,7.93,16.01,105.97,5.34,23.9,23.900000000000013,28.099999999999998,18.810000000000002,0.16999999999999993,4,0.9590788900341131,-0.28313898122818354,48.325,20.72,0,Entrenamiento 2018-2024
2019-04-19,08180800,20.72,134.51,5.6,0.0,21.43,786.38,7.69,8.01,18.64,124.78,5.51,0.0,23.900000000000013,28.099999999999998,9.72999999999999,0.08999999999999986,4,0.9540665500578387,-0.2995947563972602,48.325,18.35,0,Entrenamiento 2018-2024
2019-04-20,08180800,18.35,131.54,5.57,0.0,21.05,762.27,7.99,8.01,20.72,134.51,5.6,0.0,0.0,23.9,-2.969999999999999,-0.02999999999999936,4,0.9487718864399473,-0.31596187665790293,48.325,19.24,0,Entrenamiento 2018-2024
2019-04-21,08180800,19.24,141.1,5.65,0.0,21.34,727.99,7.92,7.97,18.35,131.54,5.57,0.0,0.0,23.9,9.560000000000002,0.08000000000000007,4,0.9431964659565866,-0.33223549871590435,48.325,20.42,0,Entrenamiento 2018-2024
2019-04-22,08180800,20.42,143.2,5.67,0.0,21.86,705.98,7.75,7.95,19.24,141.1,5.65,0.0,0.0,23.9,2.0999999999999943,0.019999999999999574,4,0.9373419384643772,-0.3484108069446808,48.325,21.1,0,Entrenamiento 2018-2024
2019-04-23,08180800,21.1,145.76,5.7,0.0,22.09,692.91,7.55,7.91,20.42,143.2,5.67,0.0,0.0,23.9,2.5600000000000023,0.03000000000000025,4,0.9312100364121947,-0.3644830148102912,48.325,20.98,0,Entrenamiento 2018-2024
2019-04-24,08180800,20.98,149.74,5.73,12.5,21.85,687.49,7.39,7.9,21.1,145.76,5.7,0.0,12.500000000000014,12.5,3.980000000000018,0.03000000000000025,4,0.9248025743285089,-0.38044736628785164,48.325,23.32,0,Entrenamiento 2018-2024
2019-04-25,08180800,23.32,158.99,5.8,0.0,20.92,673.82,7.7,7.9,20.98,149.74,5.73,12.5,12.500000000000014,12.5,9.25,0.0699999999999994,4,0.9181214482844365,-0.39629913726891813,48.325,22.71,0,Entrenamiento 2018-2024
2019-04-26,08180800,22.71,170.22,5.89,0.0,21.49,659.64,7.88,7.93,23.32,158.99,5.8,0.0,12.500000000000014,12.5,11.22999999999999,0.08999999999999986,4,0.9111686353326631,-0.41203363695942635,48.325,21.55,0,Entrenamiento 2018-2024
2019-04-27,08180800,21.55,161.83,5.83,0.0,22.02,650.46,7.85,7.9,22.71,170.22,5.89,0.0,0.0,12.5,-8.389999999999986,-0.05999999999999961,4,0.9039461929224011,-0.42764620926777464,48.325,20.24,0,Entrenamiento 2018-2024
2019-04-28,08180800,20.24,156.41,5.78,0.0,22.73,653.22,7.7,7.9,21.55,161.83,5.83,0.0,0.0,12.5,-5.420000000000016,-0.04999999999999982,4,0.8964562582905575,-0.44313223418263453,48.325,20.78,0,Entrenamiento 2018-2024
2019-04-29,08180800,20.78,153.94,5.76,0.4,23.17,656.59,7.53,7.9,20.24,156.41,5.78,0.0,0.40000000000001423,12.9,-2.469999999999999,-0.020000000000000462,4,0.8887010478292915,-0.45848712914008766,48.325,21.63,0,Entrenamiento 2018-2024
2019-04-30,08180800,21.63,152.91,5.75,0.4,23.15,658.57,7.44,7.9,20.78,153.94,5.76,0.4,0.8000000000000143,13.3,-1.0300000000000011,-0.009999999999999787,4,0.8806828564301475,-0.47370635037968,48.325,22.65,0,Entrenamiento 2018-2024
2019-05-01,08180800,22.65,152.84,5.75,0.0,23.26,656.61,7.42,7.9,21.63,152.91,5.75,0.4,0.8000000000000143,0.8,-0.06999999999999318,0.0,5,0.8724040568049612,-0.48878539428899265,48.325,24.94,0,Entrenamiento 2018-2024
2019-05-02,08180800,24.94,144.62,5.68,15.4,23.28,662.02,7.47,7.9,22.65,152.84,5.75,0.0,15.800000000000015,16.2,-8.219999999999999,-0.07000000000000028,5,0.8638670987837349,-0.503719798736334,48.325,27.35,0,Entrenamiento 2018-2024
2019-05-03,08180800,27.35,145.51,5.69,26.9,23.04,667.03,7.52,7.9,24.94,144.62,5.68,15.4,42.30000000000001,43.099999999999994,0.8899999999999864,0.010000000000000675,5,0.8550745085896932,-0.518505144391157,48.325,94.32,1,Entrenamiento 2018-2024
2019-05-04,08180800,94.32,352.58,7.17,0.0,22.67,696.71,7.56,7.93,27.35,145.51,5.69,26.9,42.30000000000001,43.099999999999994,207.07,1.4799999999999995,5,0.8460288880917339,-0.533137056031809,48.325,53.7,1,Entrenamiento 2018-2024
2019-05-05,08180800,53.7,253.4,6.53,2.4,23.12,629.02,7.4,7.83,94.32,352.58,7.17,0.0,29.30000000000001,45.5,-99.17999999999998,-0.6399999999999997,5,0.8367329140344921,-0.5476112038402312,48.325,32.37,0,Entrenamiento 2018-2024
2019-05-06,08180800,32.37,200.19,6.14,7.2,23.34,619.02,7.38,7.79,53.7,253.4,6.53,2.4,9.600000000000014,52.3,-53.21000000000001,-0.39000000000000057,5,0.8271893372462497,-0.5619233046832195,48.325,29.8,0,Entrenamiento 2018-2024
2019-05-07,08180800,29.8,185.61,6.02,3.8,23.1,608.45,7.57,7.8,32.37,200.19,6.14,7.2,13.400000000000013,55.7,-14.579999999999984,-0.1200000000000001,5,0.8174009818249189,-0.5760691233798758,48.325,26.5,0,Entrenamiento 2018-2024
2019-05-08,08180800,26.5,177.71,5.96,4.8,23.7,614.02,7.47,7.8,29.8,185.61,6.02,3.8,15.800000000000013,60.5,-7.900000000000006,-0.05999999999999961,5,0.8073707443023492,-0.5900444739548627,48.325,25.69,0,Entrenamiento 2018-2024
2019-05-09,08180800,25.69,176.96,5.95,0.9,23.9,610.66,7.44,7.8,26.5,177.71,5.96,4.8,9.500000000000014,45.99999999999999,-0.75,-0.009999999999999787,5,0.7971015927871943,-0.6038452208771035,48.325,27.22,0,Entrenamiento 2018-2024
2019-05-10,08180800,27.22,176.19,5.94,1.2,23.19,596.87,7.49,7.85,25.69,176.96,5.95,0.9,6.900000000000015,20.299999999999997,-0.7700000000000102,-0.009999999999999787,5,0.7865965660866021,-0.6174672802835514,48.325,30.78,0,Entrenamiento 2018-2024
2019-05-11,08180800,30.78,169.1,5.88,1.0,21.79,611.46,7.68,7.97,27.22,176.19,5.94,1.2,3.1000000000000143,21.299999999999997,-7.090000000000003,-0.0600000000000005,5,0.7758587728069828,-0.6309066211876704,48.325,30.13,0,Entrenamiento 2018-2024
2019-05-12,08180800,30.13,165.05,5.85,0.0,21.48,620.22,7.89,7.97,30.78,169.1,5.88,1.0,2.2000000000000144,18.9,-4.049999999999983,-0.03000000000000025,5,0.7648913904341226,-0.6441592666722685,48.325,30.93,0,Entrenamiento 2018-2024
2019-05-13,08180800,30.93,161.09,5.82,0.0,21.99,631.66,7.86,8.01,30.13,165.05,5.85,0.0,1.0000000000000142,11.699999999999996,-3.960000000000008,-0.02999999999999936,5,0.753697664392914,-0.6572212950663319,48.325,30.44,0,Entrenamiento 2018-2024
2019-05-14,08180800,30.44,158.85,5.8,6.5,22.56,638.25,7.81,8.03,30.93,161.09,5.82,0.0,6.500000000000014,14.399999999999995,-2.240000000000009,-0.020000000000000462,5,0.742280907086982,-0.6700888411055113,48.325,29.54,0,Entrenamiento 2018-2024
2019-05-15,08180800,29.54,156.43,5.78,0.0,23.29,639.85,7.7,8.02,30.44,158.85,5.8,6.5,6.500000000000014,9.599999999999994,-2.4199999999999875,-0.019999999999999574,5,0.7306444969184916,-0.6827580970759147,48.325,27.34,0,Entrenamiento 2018-2024
2019-05-16,08180800,27.34,158.1,5.8,0.0,23.74,643.19,7.63,8.02,29.54,156.43,5.78,0.0,6.500000000000014,8.699999999999996,1.6699999999999875,0.019999999999999574,5,0.7187918772884232,-0.6952253139408722,48.325,26.96,0,Entrenamiento 2018-2024
2019-05-17,08180800,26.96,164.82,5.85,1.1,24.17,642.08,7.55,8.03,27.34,158.1,5.8,0.0,1.1000000000000143,8.599999999999996,6.719999999999999,0.04999999999999982,5,0.7067265555776158,-0.7074868024503348,48.325,26.33,0,Entrenamiento 2018-2024
2019-05-18,08180800,26.33,166.74,5.87,1.0,24.53,640.0,7.36,8.0,26.96,164.82,5.85,1.1,2.1000000000000143,8.599999999999996,1.920000000000016,0.020000000000000462,5,0.6944521021088763,-0.719538934232584,48.325,26.25,0,Entrenamiento 2018-2024
2019-05-19,08180800,26.25,170.18,5.89,0.0,24.68,635.76,7.41,8.02,26.33,166.74,5.87,1.0,2.1000000000000143,8.599999999999996,3.4399999999999977,0.019999999999999574,5,0.6819721490904629,-0.7313781428679254,48.325,26.29,0,Entrenamiento 2018-2024
2019-05-20,08180800,26.29,170.81,5.9,0.0,25.32,633.0,7.42,8.03,26.25,170.18,5.89,0.0,1.0000000000000142,8.599999999999996,0.6299999999999955,0.010000000000000675,5,0.6692903895412567,-0.7430009249440493,48.325,26.15,0,Entrenamiento 2018-2024
2019-05-21,08180800,26.15,167.62,5.87,0.0,25.68,634.6,7.31,8.0,26.29,170.81,5.9,0.0,0.0,2.0999999999999956,-3.1899999999999977,-0.03000000000000025,5,0.6564105761979381,-0.7544038410927472,48.325,25.43,0,Entrenamiento 2018-2024
2019-05-22,08180800,25.43,163.94,5.84,0.0,25.76,632.97,7.29,7.97,26.15,167.62,5.87,0.0,0.0,2.0999999999999956,-3.680000000000007,-0.03000000000000025,5,0.6433365204044917,-0.765583517007675,48.325,26.91,0,Entrenamiento 2018-2024
2019-05-23,08180800,26.91,164.01,5.84,0.0,26.21,633.09,7.28,7.95,25.43,163.94,5.84,0.0,0.0,2.0999999999999956,0.06999999999999318,0.0,5,0.6300720909843687,-0.7765366444428655,48.325,26.25,0,Entrenamiento 2018-2024
2019-05-24,08180800,26.25,156.02,5.78,0.0,26.52,633.16,7.24,7.96,26.91,164.01,5.84,0.0,0.0,0.9999999999999956,-7.989999999999981,-0.05999999999999961,5,0.6166212130956382,-0.7872599821916922,48.325,24.03,0,Entrenamiento 2018-2024
2019-05-25,08180800,24.03,128.25,5.54,0.0,26.45,647.9,7.24,7.97,26.25,156.02,5.78,0.0,0.0,0.0,-27.77000000000001,-0.2400000000000002,5,0.6029878670694714,-0.7977503570459932,48.325,22.77,0,Entrenamiento 2018-2024
2019-05-26,08180800,22.77,113.91,5.41,0.0,26.46,673.73,7.23,7.94,24.03,128.25,5.54,0.0,0.0,0.0,-14.340000000000003,-0.1299999999999999,5,0.5891760872322963,-0.8080046647350754,48.325,22.73,0,Entrenamiento 2018-2024
2019-05-27,08180800,22.73,107.65,5.36,0.0,26.37,692.11,7.23,7.94,22.77,113.91,5.41,0.0,0.0,0.0,-6.259999999999991,-0.04999999999999982,5,0.5751899607119775,-0.8180198708443175,48.325,21.82,0,Entrenamiento 2018-2024
2019-05-28,08180800,21.82,103.86,5.32,0.0,26.26,706.47,7.18,7.97,22.73,107.65,5.36,0.0,0.0,0.0,-3.7900000000000063,-0.040000000000000036,5,0.5610336262283677,-0.8277930117131022,48.325,20.97,0,Entrenamiento 2018-2024
2019-05-29,08180800,20.97,100.52,5.29,0.0,26.33,715.97,7.16,7.99,21.82,103.86,5.32,0.0,0.0,0.0,-3.3400000000000034,-0.03000000000000025,5,0.5467112728685939,-0.8373211953118121,48.325,20.79,0,Entrenamiento 2018-2024
2019-05-30,08180800,20.79,98.27,5.27,9.8,26.55,721.07,7.09,7.99,20.97,100.52,5.29,0.0,9.800000000000015,9.799999999999997,-2.25,-0.020000000000000462,5,0.5322271388474397,-0.8466016020976267,48.325,19.62,0,Entrenamiento 2018-2024
2019-05-31,08180800,19.62,98.57,5.27,0.0,26.37,724.17,7.09,7.98,20.79,98.27,5.27,9.8,9.800000000000015,9.799999999999997,0.29999999999999716,0.0,5,0.5175855102531889,-0.8556314858488706,48.325,19.43,0,Entrenamiento 2018-2024
2019-06-01,08180800,19.43,97.79,5.26,0.0,26.5,724.41,7.08,7.99,19.62,98.57,5.27,0.0,9.800000000000015,9.799999999999997,-0.7799999999999869,-0.009999999999999787,6,0.5027907197793043,-0.8644081744776648,48.325,18.14,0,Entrenamiento 2018-2024
2019-06-02,08180800,18.14,94.75,5.23,0.0,26.81,730.28,7.08,8.0,19.43,97.79,5.26,0.0,0.0,9.799999999999997,-3.0400000000000063,-0.02999999999999936,6,0.4878471454423119,-0.8729290708206411,48.325,16.58,0,Entrenamiento 2018-2024
2019-06-03,08180800,16.58,91.77,5.21,0.0,27.37,736.62,7.01,8.0,18.14,94.75,5.23,0.0,0.0,9.799999999999997,-2.980000000000004,-0.020000000000000462,6,0.47275920928627757,-0.881191653407483,48.325,29.8,0,Entrenamiento 2018-2024
2019-06-04,08180800,29.8,96.82,5.25,62.0,27.15,732.47,6.88,8.04,16.58,91.77,5.21,0.0,62.000000000000014,71.8,5.049999999999997,0.040000000000000036,6,0.4575313760742512,-0.8891934772070711,48.325,223.68,1,Entrenamiento 2018-2024
2019-06-05,08180800,223.68,501.43,8.0,4.1,26.31,602.27,6.58,8.09,29.8,96.82,5.25,62.0,66.10000000000001,75.89999999999999,404.61,2.75,6,0.44216815196707204,-0.8969321743510065,48.325,126.51,1,Entrenamiento 2018-2024
2019-06-06,08180800,126.51,195.36,6.09,0.0,26.62,535.89,6.31,7.94,223.68,501.43,8.0,4.1,66.10000000000001,66.1,-306.07,-1.9100000000000001,6,0.42667408318992467,-0.9044054548343001,48.325,47.53,0,Entrenamiento 2018-2024
2019-06-07,08180800,47.53,150.72,5.73,0.0,27.15,632.84,6.43,7.96,126.51,195.36,6.09,0.0,4.100000000000014,66.1,-44.640000000000015,-0.35999999999999943,6,0.4110537546870351,-0.9116111071930239,48.325,37.42,0,Entrenamiento 2018-2024
2019-06-08,08180800,37.42,154.67,5.77,0.0,27.52,642.69,6.57,8.06,47.53,150.72,5.73,0.0,0.0,66.1,3.9499999999999886,0.03999999999999915,6,0.3953117887649151,-0.9185469991587165,48.325,34.36,0,Entrenamiento 2018-2024
2019-06-09,08180800,34.36,148.8,5.72,1.7,27.84,645.44,6.62,8.1,37.42,154.67,5.77,0.0,1.7000000000000142,67.8,-5.869999999999976,-0.04999999999999982,6,0.37945284372454435,-0.925211078289358,48.325,34.1,0,Entrenamiento 2018-2024
2019-06-10,08180800,34.1,143.02,5.67,0.0,27.83,639.85,6.66,8.1,34.36,148.8,5.72,1.7,1.7000000000000142,67.8,-5.780000000000001,-0.04999999999999982,6,0.36348161248290634,-0.9316013725767187,48.325,35.67,0,Entrenamiento 2018-2024
2019-06-11,08180800,35.67,146.48,5.7,4.9,26.84,637.65,6.82,8.1,34.1,143.02,5.67,0.0,6.600000000000015,10.7,3.4599999999999795,0.03000000000000025,6,0.3474028211842774,-0.9377159910299093,48.325,37.14,0,Entrenamiento 2018-2024
