Fecha,site_id,Turbidez,Caudal,Nivel_Agua,Precipitacion,Temperatura,Conductividad,Oxigeno_Disuelto,pH,Turbidez_lag1,Caudal_lag1,Nivel_Agua_lag1,Precipitacion_lag1,Precipitacion_acum_3d,Precipitacion_acum_7d,Caudal_delta_1d,Nivel_delta_1d,mes,dia_anio_sin,dia_anio_cos,P95_Turbidez,Turbidez_t1_obs,high_turbidity_t1,periodo
2022-07-10,08181500,8.26,40.98,2.93,0.0,30.37,1251.77,6.21,7.97,8.48,39.49,2.91,0.0,0.0,0.0,1.4899999999999949,0.020000000000000018,7,-0.1435724234118113,-0.9896398128792412,56.62,7.89,0,Entrenamiento 2018-2024
2022-07-11,08181500,7.89,41.74,2.94,0.0,30.57,1268.54,5.95,7.93,8.26,40.98,2.93,0.0,0.0,0.0,0.7600000000000051,0.009999999999999787,7,-0.16057454459499376,-0.9870237158387383,56.62,7.82,0,Entrenamiento 2018-2024
2022-07-12,08181500,7.82,38.88,2.91,1.4,30.42,1267.71,5.45,7.89,7.89,41.74,2.94,0.0,1.4,1.4,-2.8599999999999994,-0.029999999999999805,7,-0.17752914918703497,-0.984115542601034,56.62,7.99,0,Entrenamiento 2018-2024
2022-07-13,08181500,7.99,37.18,2.88,0.0,30.54,1262.5,5.63,7.93,7.82,38.88,2.91,1.4,1.4,1.4,-1.7000000000000028,-0.03000000000000025,7,-0.19443122004766195,-0.9809161537413774,56.62,8.0,0,Entrenamiento 2018-2024
2022-07-14,08181500,8.0,36.61,2.88,0.0,30.4,1263.44,5.25,7.85,7.99,37.18,2.88,0.0,1.4,1.4,-0.5700000000000003,0.0,7,-0.2112757555821793,-0.9774264960104055,56.62,7.9,0,Entrenamiento 2018-2024
2022-07-15,08181500,7.9,40.21,2.92,0.0,29.92,1261.77,5.71,7.92,8.0,36.61,2.88,0.0,0.0,1.4,3.6000000000000014,0.040000000000000036,7,-0.2280577712215198,-0.9736476020539838,56.62,9.08,0,Entrenamiento 2018-2024
2022-07-16,08181500,9.08,40.16,2.92,0.0,29.71,1265.73,5.96,7.94,7.9,40.21,2.92,0.0,0.0,1.4,-0.05000000000000426,0.0,7,-0.24477230089725957,-0.9695805901076308,56.62,8.0,0,Entrenamiento 2018-2024
2022-07-17,08181500,8.0,38.78,2.9,0.0,29.79,1252.81,6.04,7.95,9.08,40.16,2.92,0.0,0.0,1.4,-1.3799999999999955,-0.020000000000000018,7,-0.2614143985111562,-0.965226663665613,56.62,8.33,0,Entrenamiento 2018-2024
2022-07-18,08181500,8.33,37.71,2.89,0.0,29.8,1250.31,5.98,7.93,8.0,38.78,2.9,0.0,0.0,1.4,-1.0700000000000003,-0.009999999999999787,7,-0.2779791393987801,-0.9605871111248129,56.62,7.82,0,Entrenamiento 2018-2024
2022-07-19,08181500,7.82,37.3,2.89,0.0,30.11,1243.02,5.83,7.91,8.33,37.71,2.89,0.0,0.0,0.0,-0.4100000000000037,0.0,7,-0.2944616217868012,-0.9556633054034704,56.62,10.33,0,Entrenamiento 2018-2024
2022-07-20,08181500,10.33,42.76,2.95,0.0,30.27,1248.02,6.29,8.03,7.82,37.3,2.89,0.0,0.0,0.0,5.460000000000001,0.06000000000000005,7,-0.3108569682435036,-0.9504567035349151,56.62,9.21,0,Entrenamiento 2018-2024
2022-07-21,08181500,9.21,39.3,2.91,0.0,30.16,1260.0,5.94,7.97,10.33,42.76,2.95,0.0,0.0,0.0,-3.460000000000001,-0.040000000000000036,7,-0.3271603271220951,-0.9449688462364056,56.62,7.66,0,Entrenamiento 2018-2024
2022-07-22,08181500,7.66,36.25,2.87,0.0,30.0,1262.5,5.68,7.88,9.21,39.3,2.91,0.0,0.0,0.0,-3.049999999999997,-0.040000000000000036,7,-0.34336687399638804,-0.939201357453208,56.62,7.02,0,Entrenamiento 2018-2024
2022-07-23,08181500,7.02,33.43,2.84,0.0,30.12,1273.44,5.5,7.86,7.66,36.25,2.87,0.0,0.0,0.0,-2.8200000000000003,-0.03000000000000025,7,-0.3594718130884232,-0.9331559438780432,56.62,6.4,0,Entrenamiento 2018-2024
2022-07-24,08181500,6.4,35.17,2.86,0.0,30.2,1271.88,5.78,7.88,7.02,33.43,2.84,0.0,0.0,0.0,1.740000000000002,0.020000000000000018,7,-0.3754703786876202,-0.9268343944460494,56.62,6.34,0,Entrenamiento 2018-2024
2022-07-25,08181500,6.34,35.29,2.86,0.0,30.18,1266.88,5.92,7.9,6.4,35.17,2.86,0.0,0.0,0.0,0.11999999999999744,0.0,7,-0.3913578365610259,-0.9202385798054075,56.62,5.78,0,Entrenamiento 2018-2024
2022-07-26,08181500,5.78,37.59,2.89,0.0,30.21,1263.54,6.0,7.9,6.34,35.29,2.86,0.0,0.0,0.0,2.3000000000000043,0.03000000000000025,7,-0.4071294853542516,-0.9133704517637858,56.62,5.1,0,Entrenamiento 2018-2024
2022-07-27,08181500,5.1,33.6,2.84,0.0,30.25,1290.31,5.55,7.83,5.78,37.59,2.89,0.0,0.0,0.0,-3.990000000000002,-0.050000000000000266,7,-0.4227806579826773,-0.9062320427107697,56.62,5.2,0,Entrenamiento 2018-2024
2022-07-28,08181500,5.2,35.55,2.86,0.0,30.19,1288.02,5.24,7.77,5.1,33.6,2.84,0.0,0.0,0.0,1.9499999999999957,0.020000000000000018,7,-0.4383067230125192,-0.898825465016444,56.62,4.82,0,Entrenamiento 2018-2024
2022-07-29,08181500,4.82,37.73,2.89,0.0,30.3,1291.56,5.37,7.77,5.2,35.55,2.86,0.0,0.0,0.0,2.1799999999999997,0.03000000000000025,7,-0.45370308603134424,-0.8911529104063088,56.62,5.08,0,Entrenamiento 2018-2024
2022-07-30,08181500,5.08,37.67,2.89,0.0,30.36,1294.79,5.51,7.8,4.82,37.73,2.89,0.0,0.0,0.0,-0.05999999999999517,0.0,7,-0.46896519100763184,-0.8832166493127127,56.62,7.25,0,Entrenamiento 2018-2024
2022-07-31,08181500,7.25,42.55,2.95,0.0,29.86,1297.71,5.2,7.82,5.08,37.67,2.89,0.0,0.0,0.0,4.8799999999999955,0.06000000000000005,7,-0.48408852163897587,-0.8750190302029955,56.62,7.39,0,Entrenamiento 2018-2024
2022-08-01,08181500,7.39,41.7,2.94,0.0,29.83,1283.85,5.2,7.81,7.25,42.55,2.95,0.0,0.0,0.0,-0.8499999999999943,-0.010000000000000231,8,-0.4990686026885319,-0.8665624788845385,56.62,6.01,0,Entrenamiento 2018-2024
2022-08-02,08181500,6.01,38.55,2.9,0.0,30.1,1273.65,4.86,7.74,7.39,41.7,2.94,0.0,0.0,0.0,-3.1500000000000057,-0.040000000000000036,8,-0.5139010013093103,-0.8578494977869301,56.62,5.7,0,Entrenamiento 2018-2024
2022-08-03,08181500,5.7,38.58,2.9,0.0,30.21,1295.62,5.26,7.78,6.01,38.55,2.9,0.0,0.0,0.0,0.030000000000001137,0.0,8,-0.5285813283559292,-0.8488826652214553,56.62,5.17,0,Entrenamiento 2018-2024
2022-08-04,08181500,5.17,36.1,2.87,0.0,30.34,1301.79,4.72,7.72,5.7,38.58,2.9,0.0,0.0,0.0,-2.479999999999997,-0.029999999999999805,8,-0.5431052396834317,-0.8396646346181327,56.62,5.0,0,Entrenamiento 2018-2024
2022-08-05,08181500,5.0,36.14,2.87,0.0,30.28,1334.27,4.76,7.7,5.17,36.1,2.87,0.0,0.0,0.0,0.03999999999999915,0.0,8,-0.5574684374327892,-0.8301981337405212,56.62,4.92,0,Entrenamiento 2018-2024
2022-08-06,08181500,4.92,35.07,2.86,0.0,30.1,1326.56,4.98,7.73,5.0,36.14,2.87,0.0,0.0,0.0,-1.0700000000000003,-0.010000000000000231,8,-0.5716666713027052,-0.8204859638785327,56.62,5.07,0,Entrenamiento 2018-2024
2022-08-07,08181500,5.07,37.62,2.89,0.0,30.0,1291.25,5.27,7.77,4.92,35.07,2.86,0.0,0.0,0.0,2.549999999999997,0.03000000000000025,8,-0.5856957398073508,-0.8105309990194823,56.62,5.61,0,Entrenamiento 2018-2024
2022-08-08,08181500,5.61,39.6,2.91,0.5,30.02,1276.15,4.77,7.73,5.07,37.62,2.89,0.0,0.5,0.5,1.980000000000004,0.020000000000000018,8,-0.5995514915196489,-0.8003361849976323,56.62,5.92,0,Entrenamiento 2018-2024
2022-08-09,08181500,5.92,35.96,2.87,0.0,30.05,1268.96,4.24,7.71,5.61,39.6,2.91,0.5,0.5,0.5,-3.6400000000000006,-0.040000000000000036,8,-0.6132298262997502,-0.7899045386224707,56.62,6.25,0,Entrenamiento 2018-2024
2022-08-10,08181500,6.25,35.58,2.86,0.0,30.32,1284.58,4.79,7.78,5.92,35.96,2.87,0.0,0.5,0.5,-0.38000000000000256,-0.010000000000000231,8,-0.6267266965083301,-0.7792391467859886,56.62,6.54,0,Entrenamiento 2018-2024
2022-08-11,08181500,6.54,34.4,2.85,2.3,30.38,1290.52,4.78,7.75,6.25,35.58,2.86,0.0,2.3,2.8,-1.1799999999999997,-0.009999999999999787,8,-0.6400381082043503,-0.7683431655492202,56.62,7.21,0,Entrenamiento 2018-2024
2022-08-12,08181500,7.21,36.18,2.87,0.4,30.13,1288.96,4.88,7.78,6.54,34.4,2.85,2.3,2.6999999999999997,3.1999999999999997,1.7800000000000011,0.020000000000000018,8,-0.65316012232693,-0.7572198192083127,56.62,7.03,0,Entrenamiento 2018-2024
2022-08-13,08181500,7.03,36.1,2.87,0.0,30.32,1286.35,4.79,7.75,7.21,36.18,2.87,0.4,2.6999999999999997,3.1999999999999997,-0.0799999999999983,0.0,8,-0.666088855860977,-0.7458723993404063,56.62,7.4,0,Entrenamiento 2018-2024
2022-08-14,08181500,7.4,38.55,2.9,8.8,29.91,1290.31,4.47,7.74,7.03,36.1,2.87,0.0,9.200000000000001,12.0,2.4499999999999957,0.029999999999999805,8,-0.6788204829862355,-0.734304263829602,56.62,8.79,0,Entrenamiento 2018-2024
2022-08-15,08181500,8.79,41.1,2.93,1.4,29.12,1261.67,4.08,7.67,7.4,38.55,2.9,8.8,10.200000000000001,12.9,2.5500000000000043,0.03000000000000025,8,-0.6913512362094071,-0.722518835873311,56.62,9.21,0,Entrenamiento 2018-2024
2022-08-16,08181500,9.21,42.45,2.94,0.0,29.23,1250.52,4.46,7.73,8.79,41.1,2.93,1.4,10.200000000000001,12.9,1.3500000000000014,0.009999999999999787,8,-0.7036774074790128,-0.7105196029692745,56.62,8.47,0,Entrenamiento 2018-2024
2022-08-17,08181500,8.47,48.94,3.01,0.0,30.06,1284.27,5.05,7.73,9.21,42.45,2.94,0.0,1.4,12.9,6.489999999999995,0.06999999999999984,8,-0.7157953492826642,-0.6983101158835584,56.62,8.12,0,Entrenamiento 2018-2024
2022-08-18,08181500,8.12,47.07,2.99,0.0,30.37,1262.08,4.97,7.94,8.47,48.94,3.01,0.0,0.0,10.600000000000001,-1.8699999999999974,-0.019999999999999574,8,-0.7277014757264236,-0.6858939875998223,56.62,7.79,0,Entrenamiento 2018-2024
2022-08-19,08181500,7.79,47.17,2.99,0.0,30.26,1266.88,5.02,7.91,8.12,47.07,2.99,0.0,0.0,10.200000000000001,0.10000000000000142,0.0,8,-0.7393922635959241,-0.673274892250183,56.62,7.35,0,Entrenamiento 2018-2024
2022-08-20,08181500,7.35,47.42,3.0,0.0,30.22,1268.33,5.04,7.81,7.79,47.17,2.99,0.0,0.0,10.200000000000001,0.25,0.009999999999999787,8,-0.7508642533989489,-0.6604565640279754,56.62,7.73,0,Entrenamiento 2018-2024
2022-08-21,08181500,7.73,46.62,2.99,0.0,29.94,1268.23,5.03,7.79,7.35,47.42,3.0,0.0,0.0,1.4,-0.8000000000000043,-0.009999999999999787,8,-0.7621140503891487,-0.6474427960827475,56.62,8.07,0,Entrenamiento 2018-2024
2022-08-22,08181500,8.07,46.37,2.99,20.6,29.92,1255.62,5.07,7.79,7.73,46.62,2.99,0.0,20.6,20.6,-0.25,0.0,8,-0.7731383255706026,-0.6342374393978054,56.62,9.01,0,Entrenamiento 2018-2024
2022-08-23,08181500,9.01,45.43,2.98,0.6,29.4,1228.02,5.02,7.83,8.07,46.37,2.99,20.6,21.200000000000003,21.200000000000003,-0.9399999999999977,-0.010000000000000231,8,-0.7839338166829201,-0.620844401650647,56.62,9.08,0,Entrenamiento 2018-2024
2022-08-24,08181500,9.08,42.35,2.95,3.4,29.54,1232.08,5.33,7.83,9.01,45.43,2.98,0.6,24.6,24.6,-3.0799999999999983,-0.029999999999999805,8,-0.7944973291665992,-0.6072676460566135,56.62,8.02,0,Entrenamiento 2018-2024
2022-08-25,08181500,8.02,44.17,2.97,0.0,29.45,1219.58,5.47,7.81,9.08,42.35,2.95,3.4,4.0,24.6,1.8200000000000003,0.020000000000000018,8,-0.8048257371083452,-0.593511190196115,56.62,11.64,0,Entrenamiento 2018-2024
2022-08-26,08181500,11.64,50.2,3.03,21.8,29.33,1198.85,5.65,7.87,8.02,44.17,2.97,0.0,25.2,46.400000000000006,6.030000000000001,0.05999999999999961,8,-0.8149159841660791,-0.5795791048257612,56.62,53.53,0,Entrenamiento 2018-2024
2022-08-27,08181500,53.53,106.09,3.43,0.0,28.7,987.96,6.03,7.84,11.64,50.2,3.03,21.8,21.8,46.400000000000006,55.89,0.40000000000000036,8,-0.8247650844733614,-0.5654755126737576,56.62,18.42,0,Entrenamiento 2018-2024
2022-08-28,08181500,18.42,60.47,3.12,0.0,29.23,1033.52,5.36,7.84,53.53,106.09,3.43,0.0,21.8,46.400000000000006,-45.620000000000005,-0.31000000000000005,8,-0.8343701235229537,-0.5512045872199277,56.62,13.11,0,Entrenamiento 2018-2024
2022-08-29,08181500,13.11,49.44,3.02,0.0,29.67,1171.88,5.03,7.84,18.42,60.47,3.12,0.0,0.0,25.8,-11.030000000000001,-0.10000000000000009,8,-0.8437282590292712,-0.5367705514607103,56.62,10.9,0,Entrenamiento 2018-2024
2022-08-30,08181500,10.9,43.98,2.96,5.9,29.82,1209.48,4.41,7.77,13.11,49.44,3.02,0.0,5.9,31.1,-5.460000000000001,-0.06000000000000005,8,-0.8528367217694595,-0.522177676659508,56.62,10.34,0,Entrenamiento 2018-2024
2022-08-31,08181500,10.34,40.66,2.93,0.4,29.51,1242.81,4.96,7.79,10.9,43.98,2.96,5.9,6.300000000000001,28.1,-3.3200000000000003,-0.029999999999999805,8,-0.8616928164028521,-0.5074302810827518,56.62,9.45,0,Entrenamiento 2018-2024
2022-09-01,08181500,9.45,39.69,2.92,0.0,29.71,1237.81,5.06,7.74,10.34,40.66,2.93,0.4,6.300000000000001,28.1,-0.9699999999999989,-0.010000000000000231,9,-0.8702939222685674,-0.49253272872205434,56.62,9.35,0,Entrenamiento 2018-2024
2022-09-02,08181500,9.35,38.42,2.9,0.0,29.52,1226.56,4.91,7.72,9.45,39.69,2.92,0.0,0.4,6.300000000000001,-1.269999999999996,-0.020000000000000018,9,-0.8786374941610001,-0.4774894280028391,56.62,9.13,0,Entrenamiento 2018-2024
2022-09-03,08181500,9.13,38.74,2.9,3.7,29.53,1236.67,4.93,7.72,9.35,38.42,2.9,0.0,3.7,10.0,0.3200000000000003,0.0,9,-0.886721063082993,-0.46230483047981086,56.62,10.83,0,Entrenamiento 2018-2024
2022-09-04,08181500,10.83,53.64,3.06,0.0,28.96,1179.74,5.7,7.78,9.13,38.74,2.9,3.7,3.7,10.0,14.899999999999999,0.16000000000000014,9,-0.8945422369764496,-0.4469834295196741,56.62,15.89,0,Entrenamiento 2018-2024
2022-09-05,08181500,15.89,71.69,3.21,0.0,28.24,1140.73,6.18,7.85,10.83,53.64,3.06,0.0,3.7,10.0,18.049999999999997,0.1499999999999999,9,-0.9020987014301837,-0.43152975897147144,56.62,13.22,0,Entrenamiento 2018-2024
2022-09-06,08181500,13.22,57.1,3.09,0.0,28.57,1165.94,5.83,7.79,15.89,71.69,3.21,0.0,0.0,4.1,-14.589999999999996,-0.1200000000000001,9,-0.9093882203647925,-0.4159483918249421,56.62,16.03,0,Entrenamiento 2018-2024
2022-09-07,08181500,16.03,47.76,3.0,20.6,28.85,1172.08,5.59,7.79,13.22,57.1,3.09,0.0,20.6,24.3,-9.340000000000003,-0.08999999999999986,9,-0.9164086366943458,-0.4002439388573056,56.62,16.39,0,Entrenamiento 2018-2024
2022-09-08,08181500,16.39,60.71,3.12,0.7,28.83,1153.44,6.03,7.8,16.03,47.76,3.0,20.6,21.3,25.0,12.950000000000003,0.1200000000000001,9,-0.9231578729647039,-0.38442104726885545,56.62,17.24,0,Entrenamiento 2018-2024
2022-09-09,08181500,17.24,82.07,3.29,0.0,28.51,1109.06,6.13,7.88,16.39,60.71,3.12,0.7,21.3,25.0,21.359999999999992,0.16999999999999993,9,-0.9296339319682695,-0.3684843993077793,56.62,18.62,0,Entrenamiento 2018-2024
2022-09-10,08181500,18.62,71.28,3.21,0.0,28.63,1150.42,6.18,7.9,17.24,82.07,3.29,0.0,0.7,21.3,-10.789999999999992,-0.08000000000000007,9,-0.9358348973349941,-0.35243871088460327,56.62,15.39,0,Entrenamiento 2018-2024
2022-09-11,08181500,15.39,58.4,3.11,1.6,28.84,1151.15,5.93,7.85,18.62,71.28,3.21,0.0,1.6,22.900000000000002,-12.880000000000003,-0.10000000000000009,9,-0.9417589340994617,-0.33628873017668287,56.62,12.6,0,Entrenamiento 2018-2024
2022-09-12,08181500,12.6,53.71,3.06,0.0,28.65,1156.88,5.74,7.84,15.39,58.4,3.11,1.6,1.6,22.900000000000002,-4.689999999999998,-0.04999999999999982,9,-0.9474042892438845,-0.32003923622313857,56.62,10.31,0,Entrenamiento 2018-2024
2022-09-13,08181500,10.31,50.59,3.03,0.0,28.81,1199.69,5.46,7.83,12.6,53.71,3.06,0.0,1.6,22.900000000000002,-3.1199999999999974,-0.03000000000000025,9,-0.9527692922168511,-0.30369503751065885,56.62,9.81,0,Entrenamiento 2018-2024
2022-09-14,08181500,9.81,48.42,3.01,0.0,28.73,1208.44,5.82,7.83,10.31,50.59,3.03,0.0,0.0,2.3,-2.1700000000000017,-0.020000000000000018,9,-0.9578523554276669,-0.28726097055059635,56.62,8.82,0,Entrenamiento 2018-2024
2022-09-15,08181500,8.82,54.87,3.07,0.0,28.74,1215.62,5.95,7.79,9.81,48.42,3.01,0.0,0.0,1.6,6.449999999999996,0.06000000000000005,9,-0.9626519747161487,-0.2707418984477642,56.62,8.1,0,Entrenamiento 2018-2024
2022-09-16,08181500,8.1,52.87,3.05,0.0,28.99,1212.29,5.61,7.78,8.82,54.87,3.07,0.0,0.0,1.6,-2.0,-0.020000000000000018,9,-0.9671667297977312,-0.2541427094613622,56.62,8.29,0,Entrenamiento 2018-2024
2022-09-17,08181500,8.29,50.47,3.03,0.0,29.15,1212.5,5.43,7.75,8.1,52.87,3.05,0.0,0.0,1.6,-2.3999999999999986,-0.020000000000000018,9,-0.97139528468375,-0.23746831555846842,56.62,8.35,0,Entrenamiento 2018-2024
2022-09-18,08181500,8.35,49.21,3.02,0.0,29.26,1212.08,5.61,7.77,8.29,50.47,3.03,0.0,0.0,0.0,-1.259999999999998,-0.009999999999999787,9,-0.9753363880767837,-0.2207236509605022,56.62,9.16,0,Entrenamiento 2018-2024
2022-09-19,08181500,9.16,47.81,3.0,0.0,29.23,1174.48,5.45,7.78,8.35,49.21,3.02,0.0,0.0,0.0,-1.3999999999999986,-0.020000000000000018,9,-0.9789888737409319,-0.20391367068311472,56.62,9.63,0,Entrenamiento 2018-2024
2022-09-20,08181500,9.63,49.38,3.02,0.0,29.3,1164.58,5.36,7.78,9.16,47.81,3.0,0.0,0.0,0.0,1.5700000000000003,0.020000000000000018,9,-0.9823516608469237,-0.18704334906991657,56.62,9.72,0,Entrenamiento 2018-2024
2022-09-21,08181500,9.72,44.98,2.98,0.0,29.07,1158.85,5.45,7.78,9.63,49.38,3.02,0.0,0.0,0.0,-4.400000000000006,-0.040000000000000036,9,-0.9854237542919524,-0.17011767832049052,56.62,8.77,0,Entrenamiento 2018-2024
2022-09-22,08181500,8.77,45.94,2.98,0.0,28.76,1206.98,5.29,7.72,9.72,44.98,2.98,0.0,0.0,0.0,0.9600000000000009,0.0,9,-0.9882042449941422,-0.15314166701312007,56.62,7.88,0,Entrenamiento 2018-2024
2022-09-23,08181500,7.88,45.68,2.99,0.0,28.76,1230.1,5.02,7.69,8.77,45.94,2.98,0.0,0.0,0.0,-0.259999999999998,0.010000000000000231,9,-0.9906923101615609,-0.13612033862266704,56.62,7.04,0,Entrenamiento 2018-2024
2022-09-24,08181500,7.04,45.22,2.98,0.0,28.66,1226.35,5.0,7.7,7.88,45.68,2.99,0.0,0.0,0.0,-0.46000000000000085,-0.010000000000000231,9,-0.9928872135356962,-0.11905873003404988,56.62,6.84,0,Entrenamiento 2018-2024
2022-09-25,08181500,6.84,47.29,3.0,0.0,29.01,1247.08,5.06,7.71,7.04,45.22,2.98,0.0,0.0,0.0,2.0700000000000003,0.020000000000000018,9,-0.994788305609327,-0.10196189005174576,56.62,6.49,0,Entrenamiento 2018-2024
2022-09-26,08181500,6.49,47.98,3.0,0.0,28.92,1225.94,4.89,7.71,6.84,47.29,3.0,0.0,0.0,0.0,0.6899999999999977,0.0,9,-0.9963950238187231,-0.08483487790576538,56.62,6.19,0,Entrenamiento 2018-2024
2022-09-27,08181500,6.19,46.49,2.99,0.0,27.64,1215.52,4.47,7.69,6.49,47.98,3.0,0.0,0.0,0.0,-1.4899999999999949,-0.009999999999999787,9,-0.9977068927101168,-0.06768276175455162,56.62,5.79,0,Entrenamiento 2018-2024
2022-09-28,08181500,5.79,48.84,3.01,0.0,26.97,1238.54,5.3,7.78,6.19,46.49,2.99,0.0,0.0,0.0,2.3500000000000014,0.019999999999999574,9,-0.9987235240803972,-0.050510617185222886,56.62,6.05,0,Entrenamiento 2018-2024
2022-09-29,08181500,6.05,49.79,3.02,0.0,27.1,1255.52,5.3,7.77,5.79,48.84,3.01,0.0,0.0,0.0,0.9499999999999957,0.010000000000000231,9,-0.9994446170919858,-0.033323525711631344,56.62,5.78,0,Entrenamiento 2018-2024
2022-09-30,08181500,5.78,48.91,3.01,0.0,27.25,1265.1,5.06,7.77,6.05,49.79,3.02,0.0,0.0,0.0,-0.8800000000000026,-0.010000000000000231,9,-0.9998699583618592,-0.016126573270657762,56.62,5.51,0,Entrenamiento 2018-2024
2022-10-01,08181500,5.51,44.02,2.96,0.0,26.78,1267.19,4.91,7.78,5.78,48.91,3.01,0.0,0.0,0.0,-4.8899999999999935,-0.04999999999999982,10,-0.9999994220246925,0.001075151282798226,56.62,6.06,0,Entrenamiento 2018-2024
2022-10-02,08181500,6.06,45.9,2.98,0.0,26.54,1259.58,5.41,7.81,5.51,44.02,2.96,0.0,0.0,0.0,1.8799999999999955,0.020000000000000018,10,-0.999832969770105,0.018276557681691223,56.62,6.16,0,Entrenamiento 2018-2024
2022-10-03,08181500,6.16,47.85,3.0,0.0,26.57,1246.15,5.59,7.82,6.06,45.9,2.98,0.0,0.0,0.0,1.9500000000000028,0.020000000000000018,10,-0.9993706508539969,0.03547255575312556,56.62,5.76,0,Entrenamiento 2018-2024
2022-10-04,08181500,5.76,46.96,2.99,0.0,26.24,1240.52,5.32,7.81,6.16,47.85,3.0,0.0,0.0,0.0,-0.8900000000000006,-0.009999999999999787,10,-0.9986126020839734,0.052658056924614005,56.62,5.96,0,Entrenamiento 2018-2024
2022-10-05,08181500,5.96,46.46,2.99,0.0,25.77,1244.9,5.3,7.81,5.76,46.96,2.99,0.0,0.0,0.0,-0.5,0.0,10,-0.9975590477788613,0.06982797572987089,56.62,5.86,0,Entrenamiento 2018-2024
2022-10-06,08181500,5.86,50.59,3.03,0.0,26.33,1249.17,5.55,7.83,5.96,46.46,2.99,0.0,0.0,0.0,4.130000000000003,0.03999999999999959,10,-0.9962102997023297,0.0869772313136861,56.62,6.13,0,Entrenamiento 2018-2024
2022-10-07,08181500,6.13,46.13,3.01,0.0,26.36,1255.42,5.99,7.89,5.86,50.59,3.03,0.0,0.0,0.0,-4.460000000000001,-0.020000000000000018,10,-0.9945667569706337,0.1041007489354256,56.62,6.34,0,Entrenamiento 2018-2024
2022-10-08,08181500,6.34,48.05,3.11,0.0,26.94,1273.65,6.29,7.86,6.13,46.13,3.01,0.0,0.0,0.0,1.9199999999999946,0.10000000000000009,10,-0.9926289059345095,0.121193461470736,56.62,6.05,0,Entrenamiento 2018-2024
2022-10-09,08181500,6.05,49.28,3.13,0.0,27.21,1277.6,6.08,7.85,6.34,48.05,3.11,0.0,0.0,0.0,1.230000000000004,0.020000000000000018,10,-0.9903973200352558,0.1382503109109819,56.62,5.92,0,Entrenamiento 2018-2024
2022-10-10,08181500,5.92,47.78,3.11,0.0,27.13,1253.44,5.76,7.8,6.05,49.28,3.13,0.0,0.0,0.0,-1.5,-0.020000000000000018,10,-0.9878726596350429,0.15526624985999563,56.62,5.75,0,Entrenamiento 2018-2024
2022-10-11,08181500,5.75,48.16,3.12,0.0,26.93,1233.54,5.63,7.81,5.92,47.78,3.11,0.0,0.0,0.0,0.37999999999999545,0.010000000000000231,10,-0.9850556718215013,0.172236243027682,56.62,5.84,0,Entrenamiento 2018-2024
2022-10-12,08181500,5.84,45.75,3.09,0.0,27.3,1238.96,5.73,7.84,5.75,48.16,3.12,0.0,0.0,0.0,-2.4099999999999966,-0.03000000000000025,10,-0.981947190186646,0.18915526872004093,56.62,5.16,0,Entrenamiento 2018-2024
2022-10-13,08181500,5.16,47.58,3.11,0.0,27.78,1251.98,5.98,7.85,5.84,45.75,3.09,0.0,0.0,0.0,1.8299999999999983,0.020000000000000018,10,-0.9785481345802031,0.20601832032517084,56.62,5.42,0,Entrenamiento 2018-2024
2022-10-14,08181500,5.42,44.91,3.08,0.0,27.54,1261.56,5.82,7.83,5.16,47.58,3.11,0.0,0.0,0.0,-2.6700000000000017,-0.029999999999999805,10,-0.9748595108374125,0.22282040779479959,56.62,4.86,0,Entrenamiento 2018-2024
2022-10-15,08181500,4.86,45.09,3.09,0.0,27.97,1275.62,5.58,7.79,5.42,44.91,3.08,0.0,0.0,0.0,0.18000000000000682,0.009999999999999787,10,-0.9708824104813836,0.23955655912092708,56.62,4.94,0,Entrenamiento 2018-2024
2022-10-16,08181500,4.94,46.03,3.1,2.8,28.14,1270.73,5.8,7.83,4.86,45.09,3.09,0.0,2.8,2.8,0.9399999999999977,0.010000000000000231,10,-0.9666180104000972,0.2562218218071163,56.62,5.46,0,Entrenamiento 2018-2024
2022-10-17,08181500,5.46,51.17,3.15,9.0,27.53,1244.9,5.6,7.78,4.94,46.03,3.1,2.8,11.8,11.8,5.140000000000001,0.04999999999999982,10,-0.9620675724981452,0.27281126433401914,56.62,6.54,0,Entrenamiento 2018-2024
2022-10-18,08181500,6.54,52.4,3.16,0.0,25.33,1213.12,6.25,7.87,5.46,51.17,3.15,9.0,11.8,11.8,1.2299999999999969,0.010000000000000231,10,-0.957232443323312,0.28931997761869527,56.62,6.17,0,Entrenamiento 2018-2024
2022-10-19,08181500,6.17,53.9,3.18,0.0,24.25,1202.4,6.62,7.88,6.54,52.4,3.16,0.0,9.0,11.8,1.5,0.020000000000000018,10,-0.9521140536681102,0.3057430764672831,56.62,5.88,0,Entrenamiento 2018-2024
2022-10-20,08181500,5.88,52.68,3.16,0.0,24.73,1227.4,6.65,7.86,6.17,53.9,3.18,0.0,0.0,11.8,-1.2199999999999989,-0.020000000000000018,10,-0.9467139181463862,0.3220757010206104,56.62,5.45,0,Entrenamiento 2018-2024
2022-10-21,08181500,5.45,46.98,3.1,0.0,24.98,1261.98,6.66,7.87,5.88,52.68,3.16,0.0,0.0,11.8,-5.700000000000003,-0.06000000000000005,10,-0.9410336347451197,0.3383130181923076,56.62,5.33,0,Entrenamiento 2018-2024
